date,ticker,company_news_avg,company_news_count,company_news_std,related_companies_news_avg,related_news_count,related_news_std,total_news_count
2016-01-01,AMZN,,0,,0.46,2,0.0,2
2016-01-01,GE,,0,,,0,,0
2016-01-01,STZ,,0,,,0,,0
2016-01-01,MSFT,,0,,-0.49,2,0.0,2
2016-01-01,GOOGL,-0.49,2,0.0,,0,,2
2016-01-01,GS,0.0,2,0.0,0.49,1,0.0,3
2016-01-01,JPM,0.49,1,0.0,0.0,2,0.0,3
2016-01-01,WMT,,0,,0.46,2,0.0,2
2016-01-01,IBM,,0,,-0.49,2,0.0,2
2016-01-01,MCD,,0,,0.46,2,0.0,2
2016-01-01,BAC,,0,,0.16333333333333333,3,0.2829016319029166,3
2016-01-01,JNJ,,0,,,0,,0
2016-01-01,HD,0.46,2,0.0,,0,,2
2016-01-01,AAPL,,0,,-0.49,2,0.0,2
2016-01-02,PEP,,0,,,0,,0
2016-01-02,AMZN,0.5599999999999999,3,0.15588457268119899,-0.42,2,0.0,5
2016-01-02,OKE,,0,,,0,,0
2016-01-02,CSCO,0.0,2,0.0,0.37333333333333335,9,0.219260119492807,11
2016-01-02,BRKB,0.49,2,0.0,,0,,2
2016-01-02,GE,,0,,,0,,0
2016-01-02,STZ,,0,,,0,,0
2016-01-02,MRK,,0,,,0,,0
2016-01-02,MSFT,0.47,2,0.0,0.2688888888888889,9,0.26136394378550215,11
2016-01-02,SBUX,,0,,0.168,5,0.547968977224076,5
2016-01-02,GOOGL,0.34,1,0.0,0.302,10,0.2606317112112202,11
2016-01-02,GS,,0,,0.49,2,0.0,2
2016-01-02,JPM,,0,,0.49,2,0.0,2
2016-01-02,WMT,-0.42,2,0.0,0.5599999999999999,3,0.15588457268119899,5
2016-01-02,AMGN,,0,,,0,,0
2016-01-02,IBM,,0,,0.3054545454545455,11,0.24752226713423728,11
2016-01-02,MCD,,0,,0.168,5,0.547968977224076,5
2016-01-02,BAC,,0,,0.49,2,0.0,2
2016-01-02,JNJ,,0,,,0,,0
2016-01-02,AAPL,0.3466666666666667,6,0.26852684533704757,0.256,5,0.2396455716260995,11
2016-01-02,DUK,,0,,,0,,0
2016-01-02,XOM,,0,,,0,,0
2016-01-03,AMZN,,0,,0.46,1,0.0,1
2016-01-03,CSCO,,0,,0.4766666666666666,3,0.011547005383792526,3
2016-01-03,SLB,,0,,,0,,0
2016-01-03,GE,,0,,,0,,0
2016-01-03,MSFT,,0,,0.4766666666666666,3,0.011547005383792526,3
2016-01-03,SBUX,,0,,0.46,1,0.0,1
2016-01-03,GOOGL,0.4766666666666666,3,0.011547005383792526,,0,,3
2016-01-03,GS,,0,,,0,,0
2016-01-03,JPM,,0,,,0,,0
2016-01-03,WMT,,0,,0.46,1,0.0,1
2016-01-03,IBM,,0,,0.4766666666666666,3,0.011547005383792526,3
2016-01-03,MCD,,0,,0.46,1,0.0,1
2016-01-03,BAC,,0,,,0,,0
2016-01-03,JNJ,,0,,,0,,0
2016-01-03,HD,0.46,1,0.0,,0,,1
2016-01-03,DUK,0.62,1,0.0,,0,,1
2016-01-04,PEP,-0.215,2,0.3040559159102154,-0.215,4,0.24826061575153907,6
2016-01-04,AMZN,-0.3263636363636364,22,0.2680004522836527,0.255625,16,0.44749627558971555,38
2016-01-04,OKE,0.55,1,0.0,0.22777777777777775,9,0.39616214413349043,10
2016-01-04,LRCX,0.0,1,0.0,0.022500000000000006,4,0.3887051153080786,5
2016-01-04,SO,-0.215,2,0.3040559159102154,0.37875000000000003,8,0.3145262877952902,10
2016-01-04,CSCO,,0,,0.07816666666666666,60,0.49857930932161215,60
2016-01-04,SLB,0.225,2,0.31819805153394637,0.53,5,0.044721359549995815,7
2016-01-04,BRKB,-0.43,1,0.0,0.008111111111111109,90,0.13828723116080657,91
2016-01-04,CRM,0.62,3,0.0,0.04964912280701756,57,0.4953208372656797,60
2016-01-04,GE,0.52,1,0.0,-0.1075,4,0.215,5
2016-01-04,STZ,0.0,2,0.0,-0.3225,4,0.215,6
2016-01-04,MRK,0.0,1,0.0,-0.125,12,0.2644204640684639,13
2016-01-04,UNH,,0,,0.003296703296703296,91,0.1449831786798803,91
2016-01-04,MSFT,0.39499999999999996,4,0.15373136743466942,0.0555357142857143,56,0.5074926587659162,60
2016-01-04,MO,-0.43,1,0.0,-0.172,5,0.23552069972722142,6
2016-01-04,SBUX,-0.03,2,0.6788225099390857,-0.08416666666666665,36,0.45303027334983764,38
2016-01-04,TJX,-0.46,1,0.0,-0.0710810810810811,37,0.4565071727791348,38
2016-01-04,DE,0.0,1,0.0,0.022500000000000006,4,0.3887051153080786,5
2016-01-04,IFF,,0,,-0.46,1,0.0,1
2016-01-04,GOOGL,0.2276470588235294,17,0.3724165915303168,0.019069767441860473,43,0.5326743575648141,60
2016-01-04,GS,-0.02846153846153846,13,0.2621019570652533,0.00858974358974359,78,0.11689405080763997,91
2016-01-04,JPM,0.006081081081081081,74,0.08831477897337808,-0.008823529411764704,17,0.2871602852271962,91
2016-01-04,WMT,0.0,1,0.0,-0.08351351351351353,37,0.46076154483767545,38
2016-01-04,LOW,0.324,5,0.4216989447461305,-0.14272727272727273,33,0.43274034309901654,38
2016-01-04,AMGN,0.14,2,0.3535533905932738,-0.16181818181818183,11,0.22458041685855792,13
2016-01-04,CHD,-0.46,1,0.0,,0,,1
2016-01-04,MDLZ,,0,,-0.215,6,0.23552069972722142,6
2016-01-04,IBM,-0.4064285714285714,14,0.38796524711246105,0.22565217391304349,46,0.43259759168134815,60
2016-01-04,MCD,0.5366666666666666,3,0.5657148869645674,-0.13428571428571426,35,0.41179867807037,38
2016-01-04,BAC,0.21666666666666667,3,0.2829016319029166,-0.003977272727272729,88,0.13520983923871535,91
2016-01-04,JNJ,-0.2966666666666667,6,0.22992752481307377,0.04,7,0.15968719422671313,13
2016-01-04,HD,0.34500000000000003,4,0.23,-0.13147058823529412,34,0.449862823219251,38
2016-01-04,CTAS,-0.43,1,0.0,-0.172,5,0.23552069972722142,6
2016-01-04,MNST,,0,,-0.215,6,0.23552069972722142,6
2016-01-04,AAPL,0.06176470588235293,17,0.5436822980164708,0.08465116279069768,43,0.48625071348807636,60
2016-01-04,DUK,0.35428571428571426,7,0.3314039399714062,0.040000000000000015,3,0.4912229636326054,10
2016-01-04,NVDA,0.404,5,0.22634045153264143,0.04854545454545455,55,0.5070299070068023,60
2016-01-04,WMB,,0,,0.25999999999999995,10,0.3871548642195896,10
2016-01-04,XOM,0.53,5,0.044721359549995815,0.225,2,0.31819805153394637,7
2016-01-04,LLY,0.0,4,0.0,-0.16666666666666666,9,0.29719522203427157,13
2016-01-04,HON,-0.215,2,0.3040559159102154,0.17333333333333334,3,0.3002221399786054,5
2016-01-05,PEP,0.245,2,0.3464823227814083,-0.086,5,0.19230184606498188,7
2016-01-05,AMZN,0.38,8,0.2352506262326567,0.270625,16,0.34697682439417576,24
2016-01-05,OKE,0.45,1,0.0,0.0,1,0.0,2
2016-01-05,LRCX,-0.215,2,0.3040559159102154,-0.34272727272727255,22,0.6193635890260707,24
2016-01-05,SO,0.0,1,0.0,0.45,1,0.0,2
2016-01-05,CSCO,0.245,4,0.2829016319029166,0.25268817204301075,93,0.41073407186811445,97
2016-01-05,SLB,-0.10083333333333334,12,0.03175426480542942,-0.11000000000000001,5,1.5515838457795457e-17,17
2016-01-05,ECL,,0,,0.45,1,0.0,1
2016-01-05,BRKB,0.0,3,0.0,0.06823076923076922,130,0.2637724688533378,133
2016-01-05,ISRG,0.0,1,0.0,0.05193277310924372,119,0.23876545938386293,120
2016-01-05,GE,0.42000000000000004,2,0.042426406871192854,-0.40045454545454534,22,0.5749656492656738,24
2016-01-05,PG,0.45,1,0.0,,0,,1
2016-01-05,STZ,0.0,2,0.0,0.012,5,0.32568389582538465,7
2016-01-05,MRK,0.0,3,0.0,0.05282051282051283,117,0.24071676787090981,120
2016-01-05,UNH,0.52,1,0.0,0.06325757575757575,132,0.258915814111714,133
2016-01-05,MSFT,0.4334482758620689,29,0.19741681543064743,0.17514705882352938,68,0.44576445371987167,97
2016-01-05,MO,,0,,0.008571428571428572,7,0.26598424586358316,7
2016-01-05,SBUX,0.26857142857142857,7,0.4811593142757248,0.3229411764705882,17,0.23094276092471358,24
2016-01-05,DE,-0.41899999999999993,20,0.5971061793966665,0.10250000000000001,4,0.40721615881494677,24
2016-01-05,IFF,,0,,0.45,1,0.0,1
2016-01-05,GOOGL,0.3692307692307692,26,0.3405868239016075,0.20957746478873235,71,0.4204740067376963,97
2016-01-05,GS,0.2173170731707317,41,0.2839632404928841,-0.00043478260869565436,92,0.22035891324157314,133
2016-01-05,JPM,-0.03457831325301205,83,0.1893590035009592,0.23480000000000004,50,0.27790939648212915,133
2016-01-05,WMT,0.07666666666666667,3,0.13279056191361394,0.3400000000000001,21,0.3193587324624144,24
2016-01-05,LOW,0.4,4,0.046188021535170064,0.28850000000000003,20,0.3409935174565177,24
2016-01-05,AMGN,0.0,1,0.0,0.05193277310924372,119,0.23876545938386293,120
2016-01-05,CHD,,0,,0.45,1,0.0,1
2016-01-05,MDLZ,0.0,2,0.0,0.012,5,0.32568389582538465,7
2016-01-05,IBM,0.03250000000000003,4,0.6958148700145271,0.26182795698924727,93,0.3915797054644818,97
2016-01-05,CVX,,0,,-0.10352941176470588,17,0.02667891875399663,17
2016-01-05,MCD,0.31,2,0.43840620433565947,0.3068181818181819,22,0.31357214349729656,24
2016-01-05,BAC,0.462,5,0.10207840124139875,0.051250000000000004,128,0.2530973483000868,133
2016-01-05,JNJ,0.52,2,0.0,0.04355932203389832,118,0.23174007478807862,120
2016-01-05,HD,,0,,0.3070833333333333,24,0.3132644273601383,24
2016-01-05,CTAS,,0,,0.008571428571428572,7,0.26598424586358316,7
2016-01-05,MNST,-0.43,1,0.0,0.08166666666666667,6,0.2000416623272929,7
2016-01-05,AAPL,-0.014482758620689675,29,0.4541678906598351,0.3661764705882353,68,0.324143092650037,97
2016-01-05,DUK,,0,,0.225,2,0.31819805153394637,2
2016-01-05,NVDA,0.324,5,0.4216989447461305,0.2484782608695652,92,0.406304532522824,97
2016-01-05,WMB,,0,,0.225,2,0.31819805153394637,2
2016-01-05,XOM,-0.11000000000000001,5,1.5515838457795457e-17,-0.10083333333333334,12,0.03175426480542942,17
2016-01-05,LLY,0.045486725663716816,113,0.23666956753503124,0.14857142857142858,7,0.2537340189666186,120
2016-01-05,HON,,0,,-0.33208333333333334,24,0.5963000351199536,24
2016-01-06,PEP,,0,,0.38600000000000007,15,0.10755729370233999,15
2016-01-06,AMZN,0.51,2,0.0,0.2811111111111111,9,0.2686747310617638,11
2016-01-06,LRCX,0.0,2,0.0,0.1015625,32,0.1905866896987368,34
2016-01-06,NEE,-0.03999999999999998,2,0.7495331880577404,0.0,1,0.0,3
2016-01-06,SO,0.0,1,0.0,-0.03999999999999998,2,0.7495331880577404,3
2016-01-06,CSCO,0.48000000000000015,12,0.055759222637075105,0.08421686746987952,166,0.4919648188503843,178
2016-01-06,SLB,-0.10999999999999999,28,1.4132447357298894e-17,-0.43,1,0.0,29
2016-01-06,BRKB,0.52,1,0.0,0.027177419354838712,124,0.2504290967401734,125
2016-01-06,GE,0.03625,16,0.145,0.14833333333333332,18,0.20631928426306526,34
2016-01-06,STZ,0.23,2,0.3252691193458119,0.41000000000000003,13,5.777783805466598e-17,15
2016-01-06,MRK,0.49,2,0.0,0.285,10,0.24545875417267152,12
2016-01-06,UNH,-0.11,1,0.0,0.03225806451612904,124,0.25398879275472747,125
2016-01-06,MSFT,0.20800000000000002,5,0.2848157299026864,0.10809248554913295,173,0.49030763077076617,178
2016-01-06,ABT,,0,,0.3191666666666666,12,0.23592981750486475,12
2016-01-06,MO,0.41000000000000003,13,5.777783805466598e-17,0.23,2,0.3252691193458119,15
2016-01-06,SBUX,0.0,4,0.0,0.5071428571428572,7,0.03773340063934768,11
2016-01-06,TJX,,0,,0.32272727272727275,11,0.25753022770505635,11
2016-01-06,DE,,0,,0.09558823529411764,34,0.18630686931610224,34
2016-01-06,IFF,,0,,,0,,0
2016-01-06,GOOGL,0.3209090909090909,11,0.4430001026061855,0.09706586826347303,167,0.48621021703920203,178
2016-01-06,GS,0.21914285714285714,35,0.1576550857106112,-0.041999999999999996,90,0.24612137318217334,125
2016-01-06,JPM,-0.05823529411764705,85,0.23630174651526065,0.221,40,0.1712368280541639,125
2016-01-06,WMT,0.5066666666666666,3,0.06350852961085883,0.25375000000000003,8,0.2713952047160324,11
2016-01-06,LOW,0.505,2,0.021213203435596444,0.2822222222222222,9,0.2696190728499088,11
2016-01-06,AMGN,,0,,0.3191666666666666,12,0.23592981750486475,12
2016-01-06,CHD,,0,,,0,,0
